profileID;respID;qID;altID;obsID;type;processing;origin;image
12;233;9;1;3721;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
14;233;9;2;3721;Organic;Washed;Colombia Cauca;organic.jpg
2;233;9;3;3721;Organic;Natural;Brazil Central Plateau;organic.jpg
1;233;10;1;3722;Special;Natural;Brazil Central Plateau;special.jpg
3;233;10;2;3722;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
8;233;10;3;3722;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
5;233;11;1;3723;Special;Washed;Brazil Central Plateau;special.jpg
8;233;11;2;3723;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
1;233;11;3;3723;Special;Natural;Brazil Central Plateau;special.jpg
16;233;12;1;3724;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
13;233;12;2;3724;Special;Washed;Colombia Cauca;special.jpg
1;233;12;3;3724;Special;Natural;Brazil Central Plateau;special.jpg
12;233;13;1;3725;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;233;13;2;3725;Organic;Washed;Brazil Central Plateau;organic.jpg
2;233;13;3;3725;Organic;Natural;Brazil Central Plateau;organic.jpg
1;233;14;1;3726;Special;Natural;Brazil Central Plateau;special.jpg
3;233;14;2;3726;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
6;233;14;3;3726;Organic;Washed;Brazil Central Plateau;organic.jpg
2;233;15;1;3727;Organic;Natural;Brazil Central Plateau;organic.jpg
13;233;15;2;3727;Special;Washed;Colombia Cauca;special.jpg
15;233;15;3;3727;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
4;233;16;1;3728;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;233;16;2;3728;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
3;233;16;3;3728;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
7;234;1;1;3729;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
1;234;1;2;3729;Special;Natural;Brazil Central Plateau;special.jpg
9;234;1;3;3729;Special;Natural;Colombia Cauca;special.jpg
11;234;2;1;3730;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
8;234;2;2;3730;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
2;234;2;3;3730;Organic;Natural;Brazil Central Plateau;organic.jpg
4;234;3;1;3731;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
14;234;3;2;3731;Organic;Washed;Colombia Cauca;organic.jpg
6;234;3;3;3731;Organic;Washed;Brazil Central Plateau;organic.jpg
2;234;4;1;3732;Organic;Natural;Brazil Central Plateau;organic.jpg
9;234;4;2;3732;Special;Natural;Colombia Cauca;special.jpg
11;234;4;3;3732;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
8;234;5;1;3733;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
13;234;5;2;3733;Special;Washed;Colombia Cauca;special.jpg
14;234;5;3;3733;Organic;Washed;Colombia Cauca;organic.jpg
9;234;6;1;3734;Special;Natural;Colombia Cauca;special.jpg
10;234;6;2;3734;Organic;Natural;Colombia Cauca;organic.jpg
7;234;6;3;3734;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
7;234;7;1;3735;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
15;234;7;2;3735;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;234;7;3;3735;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
4;234;8;1;3736;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
12;234;8;2;3736;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;234;8;3;3736;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
11;234;9;1;3737;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;234;9;2;3737;Organic;Natural;Colombia Cauca;organic.jpg
13;234;9;3;3737;Special;Washed;Colombia Cauca;special.jpg
11;234;10;1;3738;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
6;234;10;2;3738;Organic;Washed;Brazil Central Plateau;organic.jpg
4;234;10;3;3738;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
1;234;11;1;3739;Special;Natural;Brazil Central Plateau;special.jpg
2;234;11;2;3739;Organic;Natural;Brazil Central Plateau;organic.jpg
12;234;11;3;3739;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
12;234;12;1;3740;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
5;234;12;2;3740;Special;Washed;Brazil Central Plateau;special.jpg
16;234;12;3;3740;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
15;234;13;1;3741;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
1;234;13;2;3741;Special;Natural;Brazil Central Plateau;special.jpg
8;234;13;3;3741;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
7;234;14;1;3742;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
11;234;14;2;3742;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
16;234;14;3;3742;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
12;234;15;1;3743;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;234;15;2;3743;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
10;234;15;3;3743;Organic;Natural;Colombia Cauca;organic.jpg
16;234;16;1;3744;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
7;234;16;2;3744;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;234;16;3;3744;Special;Natural;Colombia Cauca;special.jpg
14;235;1;1;3745;Organic;Washed;Colombia Cauca;organic.jpg
16;235;1;2;3745;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
13;235;1;3;3745;Special;Washed;Colombia Cauca;special.jpg
14;235;2;1;3746;Organic;Washed;Colombia Cauca;organic.jpg
11;235;2;2;3746;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
1;235;2;3;3746;Special;Natural;Brazil Central Plateau;special.jpg
13;235;3;1;3747;Special;Washed;Colombia Cauca;special.jpg
14;235;3;2;3747;Organic;Washed;Colombia Cauca;organic.jpg
5;235;3;3;3747;Special;Washed;Brazil Central Plateau;special.jpg
11;235;4;1;3748;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
14;235;4;2;3748;Organic;Washed;Colombia Cauca;organic.jpg
6;235;4;3;3748;Organic;Washed;Brazil Central Plateau;organic.jpg
7;235;5;1;3749;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
4;235;5;2;3749;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
14;235;5;3;3749;Organic;Washed;Colombia Cauca;organic.jpg
13;235;6;1;3750;Special;Washed;Colombia Cauca;special.jpg
2;235;6;2;3750;Organic;Natural;Brazil Central Plateau;organic.jpg
8;235;6;3;3750;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
9;235;7;1;3751;Special;Natural;Colombia Cauca;special.jpg
10;235;7;2;3751;Organic;Natural;Colombia Cauca;organic.jpg
7;235;7;3;3751;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;235;8;1;3752;Special;Natural;Colombia Cauca;special.jpg
3;235;8;2;3752;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
15;235;8;3;3752;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
1;235;9;1;3753;Special;Natural;Brazil Central Plateau;special.jpg
7;235;9;2;3753;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
16;235;9;3;3753;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
12;235;10;1;3754;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
4;235;10;2;3754;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;235;10;3;3754;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
13;235;11;1;3755;Special;Washed;Colombia Cauca;special.jpg
12;235;11;2;3755;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
1;235;11;3;3755;Special;Natural;Brazil Central Plateau;special.jpg
12;235;12;1;3756;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
10;235;12;2;3756;Organic;Natural;Colombia Cauca;organic.jpg
11;235;12;3;3756;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
12;235;13;1;3757;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
9;235;13;2;3757;Special;Natural;Colombia Cauca;special.jpg
16;235;13;3;3757;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
10;235;14;1;3758;Organic;Natural;Colombia Cauca;organic.jpg
5;235;14;2;3758;Special;Washed;Brazil Central Plateau;special.jpg
12;235;14;3;3758;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
9;235;15;1;3759;Special;Natural;Colombia Cauca;special.jpg
7;235;15;2;3759;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;235;15;3;3759;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;235;16;1;3760;Organic;Natural;Colombia Cauca;organic.jpg
15;235;16;2;3760;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
8;235;16;3;3760;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
15;236;1;1;3761;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;236;1;2;3761;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
4;236;1;3;3761;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
8;236;2;1;3762;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
14;236;2;2;3762;Organic;Washed;Colombia Cauca;organic.jpg
5;236;2;3;3762;Special;Washed;Brazil Central Plateau;special.jpg
11;236;3;1;3763;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
8;236;3;2;3763;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
5;236;3;3;3763;Special;Washed;Brazil Central Plateau;special.jpg
11;236;4;1;3764;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;236;4;2;3764;Organic;Natural;Colombia Cauca;organic.jpg
13;236;4;3;3764;Special;Washed;Colombia Cauca;special.jpg
14;236;5;1;3765;Organic;Washed;Colombia Cauca;organic.jpg
2;236;5;2;3765;Organic;Natural;Brazil Central Plateau;organic.jpg
1;236;5;3;3765;Special;Natural;Brazil Central Plateau;special.jpg
5;236;6;1;3766;Special;Washed;Brazil Central Plateau;special.jpg
4;236;6;2;3766;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
14;236;6;3;3766;Organic;Washed;Colombia Cauca;organic.jpg
10;236;7;1;3767;Organic;Natural;Colombia Cauca;organic.jpg
9;236;7;2;3767;Special;Natural;Colombia Cauca;special.jpg
8;236;7;3;3767;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
6;236;8;1;3768;Organic;Washed;Brazil Central Plateau;organic.jpg
5;236;8;2;3768;Special;Washed;Brazil Central Plateau;special.jpg
7;236;8;3;3768;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
15;236;9;1;3769;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
2;236;9;2;3769;Organic;Natural;Brazil Central Plateau;organic.jpg
5;236;9;3;3769;Special;Washed;Brazil Central Plateau;special.jpg
10;236;10;1;3770;Organic;Natural;Colombia Cauca;organic.jpg
15;236;10;2;3770;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
13;236;10;3;3770;Special;Washed;Colombia Cauca;special.jpg
7;236;11;1;3771;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
13;236;11;2;3771;Special;Washed;Colombia Cauca;special.jpg
4;236;11;3;3771;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;236;12;1;3772;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;236;12;2;3772;Special;Natural;Colombia Cauca;special.jpg
12;236;12;3;3772;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
13;236;13;1;3773;Special;Washed;Colombia Cauca;special.jpg
10;236;13;2;3773;Organic;Natural;Colombia Cauca;organic.jpg
6;236;13;3;3773;Organic;Washed;Brazil Central Plateau;organic.jpg
16;236;14;1;3774;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
13;236;14;2;3774;Special;Washed;Colombia Cauca;special.jpg
2;236;14;3;3774;Organic;Natural;Brazil Central Plateau;organic.jpg
10;236;15;1;3775;Organic;Natural;Colombia Cauca;organic.jpg
1;236;15;2;3775;Special;Natural;Brazil Central Plateau;special.jpg
16;236;15;3;3775;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
2;236;16;1;3776;Organic;Natural;Brazil Central Plateau;organic.jpg
15;236;16;2;3776;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
12;236;16;3;3776;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
16;237;1;1;3777;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
15;237;1;2;3777;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
14;237;1;3;3777;Organic;Washed;Colombia Cauca;organic.jpg
13;237;2;1;3778;Special;Washed;Colombia Cauca;special.jpg
7;237;2;2;3778;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
12;237;2;3;3778;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;237;3;1;3779;Organic;Washed;Brazil Central Plateau;organic.jpg
12;237;3;2;3779;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
3;237;3;3;3779;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
10;237;4;1;3780;Organic;Natural;Colombia Cauca;organic.jpg
15;237;4;2;3780;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
16;237;4;3;3780;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
7;237;5;1;3781;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;237;5;2;3781;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;237;5;3;3781;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
4;237;6;1;3782;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
5;237;6;2;3782;Special;Washed;Brazil Central Plateau;special.jpg
16;237;6;3;3782;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
14;237;7;1;3783;Organic;Washed;Colombia Cauca;organic.jpg
7;237;7;2;3783;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
9;237;7;3;3783;Special;Natural;Colombia Cauca;special.jpg
6;237;8;1;3784;Organic;Washed;Brazil Central Plateau;organic.jpg
10;237;8;2;3784;Organic;Natural;Colombia Cauca;organic.jpg
11;237;8;3;3784;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
12;237;9;1;3785;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
14;237;9;2;3785;Organic;Washed;Colombia Cauca;organic.jpg
4;237;9;3;3785;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
9;237;10;1;3786;Special;Natural;Colombia Cauca;special.jpg
2;237;10;2;3786;Organic;Natural;Brazil Central Plateau;organic.jpg
7;237;10;3;3786;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
2;237;11;1;3787;Organic;Natural;Brazil Central Plateau;organic.jpg
6;237;11;2;3787;Organic;Washed;Brazil Central Plateau;organic.jpg
12;237;11;3;3787;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
7;237;12;1;3788;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;237;12;2;3788;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;237;12;3;3788;Organic;Natural;Colombia Cauca;organic.jpg
13;237;13;1;3789;Special;Washed;Colombia Cauca;special.jpg
15;237;13;2;3789;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
16;237;13;3;3789;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
16;237;14;1;3790;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
11;237;14;2;3790;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
1;237;14;3;3790;Special;Natural;Brazil Central Plateau;special.jpg
15;237;15;1;3791;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
7;237;15;2;3791;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
3;237;15;3;3791;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
1;237;16;1;3792;Special;Natural;Brazil Central Plateau;special.jpg
7;237;16;2;3792;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
3;237;16;3;3792;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
5;238;1;1;3793;Special;Washed;Brazil Central Plateau;special.jpg
9;238;1;2;3793;Special;Natural;Colombia Cauca;special.jpg
14;238;1;3;3793;Organic;Washed;Colombia Cauca;organic.jpg
6;238;2;1;3794;Organic;Washed;Brazil Central Plateau;organic.jpg
3;238;2;2;3794;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
5;238;2;3;3794;Special;Washed;Brazil Central Plateau;special.jpg
8;238;3;1;3795;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
10;238;3;2;3795;Organic;Natural;Colombia Cauca;organic.jpg
15;238;3;3;3795;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
11;238;4;1;3796;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
1;238;4;2;3796;Special;Natural;Brazil Central Plateau;special.jpg
2;238;4;3;3796;Organic;Natural;Brazil Central Plateau;organic.jpg
2;238;5;1;3797;Organic;Natural;Brazil Central Plateau;organic.jpg
1;238;5;2;3797;Special;Natural;Brazil Central Plateau;special.jpg
5;238;5;3;3797;Special;Washed;Brazil Central Plateau;special.jpg
14;238;6;1;3798;Organic;Washed;Colombia Cauca;organic.jpg
4;238;6;2;3798;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
8;238;6;3;3798;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
3;238;7;1;3799;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
13;238;7;2;3799;Special;Washed;Colombia Cauca;special.jpg
6;238;7;3;3799;Organic;Washed;Brazil Central Plateau;organic.jpg
6;238;8;1;3800;Organic;Washed;Brazil Central Plateau;organic.jpg
5;238;8;2;3800;Special;Washed;Brazil Central Plateau;special.jpg
8;238;8;3;3800;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
11;238;9;1;3801;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
12;238;9;2;3801;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
5;238;9;3;3801;Special;Washed;Brazil Central Plateau;special.jpg
3;238;10;1;3802;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
4;238;10;2;3802;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;238;10;3;3802;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
5;238;11;1;3803;Special;Washed;Brazil Central Plateau;special.jpg
7;238;11;2;3803;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
1;238;11;3;3803;Special;Natural;Brazil Central Plateau;special.jpg
3;238;12;1;3804;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
6;238;12;2;3804;Organic;Washed;Brazil Central Plateau;organic.jpg
10;238;12;3;3804;Organic;Natural;Colombia Cauca;organic.jpg
6;238;13;1;3805;Organic;Washed;Brazil Central Plateau;organic.jpg
8;238;13;2;3805;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
1;238;13;3;3805;Special;Natural;Brazil Central Plateau;special.jpg
10;238;14;1;3806;Organic;Natural;Colombia Cauca;organic.jpg
1;238;14;2;3806;Special;Natural;Brazil Central Plateau;special.jpg
13;238;14;3;3806;Special;Washed;Colombia Cauca;special.jpg
1;238;15;1;3807;Special;Natural;Brazil Central Plateau;special.jpg
16;238;15;2;3807;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
6;238;15;3;3807;Organic;Washed;Brazil Central Plateau;organic.jpg
13;238;16;1;3808;Special;Washed;Colombia Cauca;special.jpg
14;238;16;2;3808;Organic;Washed;Colombia Cauca;organic.jpg
2;238;16;3;3808;Organic;Natural;Brazil Central Plateau;organic.jpg
1;239;1;1;3809;Special;Natural;Brazil Central Plateau;special.jpg
10;239;1;2;3809;Organic;Natural;Colombia Cauca;organic.jpg
2;239;1;3;3809;Organic;Natural;Brazil Central Plateau;organic.jpg
3;239;2;1;3810;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
14;239;2;2;3810;Organic;Washed;Colombia Cauca;organic.jpg
7;239;2;3;3810;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
5;239;3;1;3811;Special;Washed;Brazil Central Plateau;special.jpg
12;239;3;2;3811;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
10;239;3;3;3811;Organic;Natural;Colombia Cauca;organic.jpg
15;239;4;1;3812;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
1;239;4;2;3812;Special;Natural;Brazil Central Plateau;special.jpg
5;239;4;3;3812;Special;Washed;Brazil Central Plateau;special.jpg
1;239;5;1;3813;Special;Natural;Brazil Central Plateau;special.jpg
10;239;5;2;3813;Organic;Natural;Colombia Cauca;organic.jpg
9;239;5;3;3813;Special;Natural;Colombia Cauca;special.jpg
13;239;6;1;3814;Special;Washed;Colombia Cauca;special.jpg
2;239;6;2;3814;Organic;Natural;Brazil Central Plateau;organic.jpg
5;239;6;3;3814;Special;Washed;Brazil Central Plateau;special.jpg
9;239;7;1;3815;Special;Natural;Colombia Cauca;special.jpg
3;239;7;2;3815;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
15;239;7;3;3815;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
6;239;8;1;3816;Organic;Washed;Brazil Central Plateau;organic.jpg
15;239;8;2;3816;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
8;239;8;3;3816;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
11;239;9;1;3817;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;239;9;2;3817;Organic;Natural;Colombia Cauca;organic.jpg
7;239;9;3;3817;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
13;239;10;1;3818;Special;Washed;Colombia Cauca;special.jpg
1;239;10;2;3818;Special;Natural;Brazil Central Plateau;special.jpg
10;239;10;3;3818;Organic;Natural;Colombia Cauca;organic.jpg
6;239;11;1;3819;Organic;Washed;Brazil Central Plateau;organic.jpg
13;239;11;2;3819;Special;Washed;Colombia Cauca;special.jpg
7;239;11;3;3819;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
16;239;12;1;3820;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
10;239;12;2;3820;Organic;Natural;Colombia Cauca;organic.jpg
5;239;12;3;3820;Special;Washed;Brazil Central Plateau;special.jpg
11;239;13;1;3821;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
1;239;13;2;3821;Special;Natural;Brazil Central Plateau;special.jpg
8;239;13;3;3821;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
8;239;14;1;3822;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
4;239;14;2;3822;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
2;239;14;3;3822;Organic;Natural;Brazil Central Plateau;organic.jpg
4;239;15;1;3823;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
7;239;15;2;3823;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
11;239;15;3;3823;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
4;239;16;1;3824;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
9;239;16;2;3824;Special;Natural;Colombia Cauca;special.jpg
1;239;16;3;3824;Special;Natural;Brazil Central Plateau;special.jpg
16;240;1;1;3825;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
5;240;1;2;3825;Special;Washed;Brazil Central Plateau;special.jpg
13;240;1;3;3825;Special;Washed;Colombia Cauca;special.jpg
11;240;2;1;3826;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
9;240;2;2;3826;Special;Natural;Colombia Cauca;special.jpg
14;240;2;3;3826;Organic;Washed;Colombia Cauca;organic.jpg
7;240;3;1;3827;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
13;240;3;2;3827;Special;Washed;Colombia Cauca;special.jpg
12;240;3;3;3827;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
4;240;4;1;3828;Agroforestry;Natural;Brazil Central Plateau;agroforestry.jpg
9;240;4;2;3828;Special;Natural;Colombia Cauca;special.jpg
13;240;4;3;3828;Special;Washed;Colombia Cauca;special.jpg
9;240;5;1;3829;Special;Natural;Colombia Cauca;special.jpg
7;240;5;2;3829;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
10;240;5;3;3829;Organic;Natural;Colombia Cauca;organic.jpg
16;240;6;1;3830;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
11;240;6;2;3830;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
2;240;6;3;3830;Organic;Natural;Brazil Central Plateau;organic.jpg
6;240;7;1;3831;Organic;Washed;Brazil Central Plateau;organic.jpg
13;240;7;2;3831;Special;Washed;Colombia Cauca;special.jpg
11;240;7;3;3831;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
12;240;8;1;3832;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
14;240;8;2;3832;Organic;Washed;Colombia Cauca;organic.jpg
10;240;8;3;3832;Organic;Natural;Colombia Cauca;organic.jpg
11;240;9;1;3833;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
10;240;9;2;3833;Organic;Natural;Colombia Cauca;organic.jpg
3;240;9;3;3833;Fair Trade;Natural;Brazil Central Plateau;fairtrade.jpg
8;240;10;1;3834;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
15;240;10;2;3834;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
7;240;10;3;3834;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
16;240;11;1;3835;Agroforestry;Washed;Colombia Cauca;agroforestry.jpg
2;240;11;2;3835;Organic;Natural;Brazil Central Plateau;organic.jpg
6;240;11;3;3835;Organic;Washed;Brazil Central Plateau;organic.jpg
12;240;12;1;3836;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;240;12;2;3836;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
11;240;12;3;3836;Fair Trade;Natural;Colombia Cauca;fairtrade.jpg
13;240;13;1;3837;Special;Washed;Colombia Cauca;special.jpg
15;240;13;2;3837;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
2;240;13;3;3837;Organic;Natural;Brazil Central Plateau;organic.jpg
8;240;14;1;3838;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
12;240;14;2;3838;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
6;240;14;3;3838;Organic;Washed;Brazil Central Plateau;organic.jpg
10;240;15;1;3839;Organic;Natural;Colombia Cauca;organic.jpg
15;240;15;2;3839;Fair Trade;Washed;Colombia Cauca;fairtrade.jpg
13;240;15;3;3839;Special;Washed;Colombia Cauca;special.jpg
13;240;16;1;3840;Special;Washed;Colombia Cauca;special.jpg
7;240;16;2;3840;Fair Trade;Washed;Brazil Central Plateau;fairtrade.jpg
8;240;16;3;3840;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
2;241;1;1;3841;Organic;Natural;Brazil Central Plateau;organic.jpg
12;241;1;2;3841;Agroforestry;Natural;Colombia Cauca;agroforestry.jpg
8;241;1;3;3841;Agroforestry;Washed;Brazil Central Plateau;agroforestry.jpg
